name_en	name_zh
Spiked Titansteel Helm	尖刺泰坦钢头盔
Spiked Titansteel Treads	尖刺泰坦钢战靴
Sporeling Snack	孢子人零食
Springsocket Eel	弹簧鳗鱼
Stabilized Eternium Scope	稳定恒金瞄准镜
Staff of Affinity	亲和法杖
Staff of the Cursed Seer	被诅咒先知法杖
Staff of the Moon	月亮法杖
Stalwart Ametrine	坚毅紫黄晶
Stalwart Huge Citrine	坚毅巨型黄水晶
Stalwart Monarch Topaz	坚毅帝王黄玉
Stanchion of Dazzling Light	炫目之光支柱
Stark Ametrine	鲜明紫黄晶
Stark Huge Citrine	鲜明巨型黄水晶
Stark Monarch Topaz	鲜明帝王黄玉
Steady Dark Jade	稳固暗玉
Steady Eye of Zul	稳固祖尔之眼
Steady Forest Emerald	稳固森林翡翠
Steady Seaspray Emerald	稳固海浪翡翠
Steady Talasite	稳固塔拉石
Steam Tonk Controller	蒸汽坦克遥控器
Steel Plated Knuckles	钢板指节套
Steelgrip Gauntlets	钢握护手
Stewed Trout	炖鳟鱼
Stone of Blades	利刃之石
Stoneforged Claymore	石铸阔剑
Stoneguard Band	石卫指环
Storm Helm	风暴头盔
Stormbound Tome	风暴之书
Stormchops	风暴排骨
Stormforged Axe	风暴锻造斧
Stormforged Hauberk	风暴锻造锁甲
Stormherald	风暴先驱
Stormhide Belt	风暴皮腰带
Stormhide Crown	风暴皮头冠
Stormhide Grips	风暴皮握手
Stormhide Hauberk	风暴皮锁甲
Stormhide Legguards	风暴皮护腿
Stormhide Shoulders	风暴皮护肩
Stormhide Stompers	风暴皮重靴
Stormhide Wristguards	风暴皮护腕
Stormshroud Gloves	风暴之幕手套
Stormy Azure Moonstone	暴风碧蓝月亮石
Stormy Chalcedony	暴风玉髓
Stormy Dragon's Eye	暴风龙眼石
Stormy Empyrean Sapphire	暴风苍穹蓝宝石
Stormy Majestic Zircon	暴风帝王锆石
Stormy Sky Sapphire	暴风天蓝宝石
Stormy Star of Elune	暴风月神之星
Strange Tarot	奇异塔罗牌
Stratholme Saperavi	斯坦索姆萨别拉维
Sturdy Cobalt Quickblade	坚固钴蓝快刃
Sturdy Mithril Mace	坚固秘银锤
Sturdy Tackle Box	坚固钓具箱
Stylin' Adventure Hat	时尚冒险帽
Stylin' Crimson Hat	时尚深红帽
Stylin' Jungle Hat	时尚丛林帽
Stylin' Purple Hat	时尚紫色帽
Subtle Bloodstone	精巧血石
Subtle Cardinal Ruby	精巧红色主教宝石
Subtle Crimson Spinel	精巧深红尖晶石
Subtle Dragon's Eye	精巧龙眼石
Subtle Living Ruby	精巧活化红宝石
Subtle Scarlet Ruby	精巧猩红宝石
Sun Rock Ring	太阳岩指环
Sun Scope	太阳瞄准镜
Sun-Drenched Scale Chestguard	浸日鳞片胸甲
Sun-Drenched Scale Gloves	浸日鳞片手套
Sunblessed Breastplate	阳光祝福胸甲
Sunblessed Gauntlets	阳光祝福护手
Sundered Dark Jade	破碎暗玉
Sundered Eye of Zul	破碎祖尔之眼
Sundered Forest Emerald	破碎森林翡翠
Sunfire Handwraps	阳炎裹手
Sunfire Robe	阳炎长袍
Super Healing Potion	超级治疗药水
Super Mana Potion	超级法力药水
Super Rejuvenation Potion	超级回春药水
Super Sapper Charge	超级工兵炸药
Sure-fire Shuriken	必中手里剑
Surestrike Goggles v2.0	精确打击护目镜 v2.0
Surestrike Goggles v3.0	精确打击护目镜 v3.0
Suspicious Stew	可疑的炖肉
Swift Flight Form Passive	迅捷飞行形态被动
Swift Skyfire Diamond	迅捷天火钻石
Swift Skyflare Diamond	迅捷天焰钻石
Swiftarrow Belt	迅箭腰带
Swiftarrow Boots	迅箭长靴
Swiftarrow Bracers	迅箭护腕
Swiftarrow Gauntlets	迅箭护手
Swiftarrow Hauberk	迅箭锁甲
Swiftarrow Helm	迅箭头盔
Swiftarrow Leggings	迅箭护腿
Swiftarrow Shoulderguards	迅箭肩甲
Swiftheal Mantle	迅愈披肩
Swiftheal Wraps	迅愈裹手
Swiftsteel Bracers	迅钢护腕
Swiftsteel Gloves	迅钢手套
Swiftsteel Shoulders	迅钢护肩
Swiftstrike Bracers	迅击护腕
Swiftstrike Shoulders	迅击护肩
Sylvan Crown	森林之冠
Sylvan Shoulders	森林护肩
Sylvan Vest	森林背心
Talbuk Steak	塔布羊肉排
Tankatronic Goggles	坦克电子护目镜
Tasty Cupcake	美味纸杯蛋糕
Teardrop Blood Garnet	泪滴血石榴石
Teardrop Crimson Spinel	泪滴深红尖晶石
Teardrop Living Ruby	泪滴活化红宝石
Temper-proof Bracers	防暴护腕
Tempered Saronite Belt	锻造萨隆邪铁腰带
Tempered Saronite Boots	锻造萨隆邪铁长靴
Tempered Saronite Bracers	锻造萨隆邪铁护腕
Tempered Saronite Breastplate	锻造萨隆邪铁胸甲
Tempered Saronite Gauntlets	锻造萨隆邪铁护手
Tempered Saronite Helm	锻造萨隆邪铁头盔
Tempered Saronite Legplates	锻造萨隆邪铁腿铠
Tempered Saronite Shoulders	锻造萨隆邪铁肩铠
Tempered Titansteel Helm	锻造泰坦钢头盔
Tempered Titansteel Treads	锻造泰坦钢战靴
Tenacious Earthstorm Diamond	坚韧大地风暴钻石
Tender Shoveltusk Steak	嫩铲牙牛肉排
Tense Dark Jade	紧张暗玉
Tense Eye of Zul	紧张祖尔之眼
Tense Forest Emerald	紧张森林翡翠
Tenuous Dreadstone	微弱恐惧石
Tenuous Shadow Crystal	微弱暗影水晶
Tenuous Twilight Opal	微弱暮光蛋白石
The Aquamarine Ward	海蓝宝石结界
The Bigger One	更大的那个
The Black Pearl	黑珍珠
The Frozen Eye	冰冻之眼
The Jade Eye	翡翠之眼
The Natural Ward	自然结界
The Planar Edge	位面之刃
Thick Adamantite Necklace	厚重精金项链
Thick Autumn's Glow	厚重秋色石
Thick Bronze Darts	厚重青铜飞镖
Thick Bronze Necklace	厚重青铜项链
Thick Dawnstone	厚重黎明石
Thick Draenic Boots	厚重德莱尼长靴
Thick Draenic Gloves	厚重德莱尼手套
Thick Draenic Pants	厚重德莱尼短裤
Thick Draenic Vest	厚重德莱尼背心
Thick Dragon's Eye	厚重龙眼石
Thick Enchanted Boots	厚重附魔长靴
Thick Felsteel Necklace	厚重魔钢项链
Thick Golden Draenite	厚重金色德莱尼特
Thick King's Amber	厚重帝王琥珀
Thick Leatherworker's Bag	厚重制皮者背包
Thick Lionseye	厚重狮眼石
Thick Netherscale Breastplate	厚重虚空鳞片胸甲
Thick Obsidian Breastplate	厚重黑曜石胸甲
Thick Sun Crystal	厚重太阳水晶
Thorium Setting	瑟银底座
Thorium Shield	瑟银盾牌
Thorium Throwing Axe	瑟银飞斧
Thorium Toolbox	瑟银工具箱
Thunder	雷霆
Thundering Skyfire Diamond	雷鸣天火钻石
Thundering Skyflare Diamond	雷鸣天焰钻石
Tigerseye Band	虎眼石指环
Timeless Dark Jade	永恒暗玉
Timeless Eye of Zul	永恒祖尔之眼
Timeless Forest Emerald	永恒森林翡翠
Tireless Skyflare Diamond	不倦天焰钻石
Titanic Leggings	泰坦护腿
Titanium Earthguard Chain	泰坦大地守护链甲
Titanium Earthguard Ring	泰坦大地守护指环
Titanium Frostguard Ring	泰坦冰霜守护指环
Titanium Impact Band	泰坦冲击指环
Titanium Impact Choker	泰坦冲击项圈
Titanium Plating	泰坦镀层
Titanium Rod	泰坦棒
Titanium Shield Spike	泰坦盾刺
Titanium Spellshock Necklace	泰坦法术震击项链
Titanium Spellshock Ring	泰坦法术震击指环
Titanium Toolbox	泰坦工具箱
Titanium Weapon Chain	泰坦武器链
Titansteel Bonecrusher	泰坦钢碎骨者
Titansteel Destroyer	泰坦钢毁灭者
Titansteel Guardian	泰坦钢守护者
Titansteel Shanker	泰坦钢穿刺者
Titansteel Shield Wall	泰坦钢盾墙
Titansteel Spellblade	泰坦钢法术之刃
Tome of Kings	国王之书
Tome of the Dawn	黎明之书
Totem	图腾
Toughened Leather Pants	硬化皮裤
Tracker Snacks	追踪者零食
Trapper's Traveling Pack	猎人旅行背包
Treads of Destiny	命运之靴
Trenchant Earthsiege Diamond	锐利大地围攻钻石
Trinket Components	饰品组件
Trollwoven Girdle	巨魔编织束腰
Trollwoven Spaulders	巨魔编织肩甲
Truesight Ice Blinders	真视冰雪护目镜
Truesilver Arquebus	真银火枪
Truesilver Belt	真银腰带
Truesilver Commander's Ring	真银指挥官指环
Truesilver Healing Ring	真银治疗指环
Truesilver Helm	真银头盔
Turbid Dark Jade	浑浊暗玉
Turbid Eye of Zul	浑浊祖尔之眼
Turbid Forest Emerald	浑浊森林翡翠
Twilight Serpent	暮光之蛇
Twilight Tome	暮光之书
Twisting Nether Chain Shirt	扭曲虚空链甲衬衣
Ultra-Spectropic Detection Goggles	超光谱探测护目镜
Ultrasafe Transporter - Toshley's Station	超安全传送器 - 托什雷的基地
Unbreakable Healing Amplifiers	坚不可摧治疗放大器
Unstable Mana Potion	不稳定法力药水
Unyielding Bracers	不屈护腕
Unyielding Girdle	不屈束腰
Upper Deck - Spectral Tiger Mount	上层甲板 - 幽灵虎坐骑
Veiled Ametrine	隐蔽紫黄晶
Veiled Flame Spessarite	隐蔽火焰锰铝榴石
Veiled Huge Citrine	隐蔽巨型黄水晶
Veiled Monarch Topaz	隐蔽帝王黄玉
Veiled Noble Topaz	隐蔽贵族黄玉
Veiled Pyrestone	隐蔽焰石
Vengeance Bindings	复仇束带
Vengeance Wrap	复仇裹手
Very Burnt Worg	烤焦的座狼肉
Victorious State	胜利状态
Vindicator's Armor Kit	辩护者护甲片
Virulent Spaulders	剧毒肩甲
Visage Liquification Goggles	面容液化护目镜
Vivid Dark Jade	鲜艳暗玉
Vivid Eye of Zul	鲜艳祖尔之眼
Vivid Forest Emerald	鲜艳森林翡翠
Volatile Blasting Trigger	不稳定爆破触发器
Volatile Healing Potion	不稳定治疗药水
Waistguard of Shackled Souls	束缚灵魂腰甲
Warlock Pet Scaling 01	术士宠物缩放 01
Warlock Pet Scaling 02	术士宠物缩放 02
Warlock Pet Scaling 03	术士宠物缩放 03
Warlock Pet Scaling 04	术士宠物缩放 04
Warlock Pet Scaling 05	术士宠物缩放 05
Warp Burger	扭曲汉堡
Weakness Spectralizers	弱点光谱仪
Weapon Vellum	武器羊皮纸
Weapon Vellum II	武器羊皮纸 II
Weapon Vellum III	武器羊皮纸 III
Whirling Steel Axes	旋转钢斧
White Remedy Cape	白色治疗披风
White Smoke Flare	白色烟雾弹
Whitemend Hood	白愈兜帽
Whitemend Pants	白愈短裤
Wicked Ametrine	邪恶紫黄晶
Wicked Edge of the Planes	位面邪刃
Wicked Flame Spessarite	邪恶火焰锰铝榴石
Wicked Huge Citrine	邪恶巨型黄水晶
Wicked Leather Boots	邪恶皮靴
Wicked Leather Spaulders	邪恶皮肩甲
Wicked Monarch Topaz	邪恶帝王黄玉
Wicked Moonstone Ring	邪恶月亮石指环
Wicked Noble Topaz	邪恶贵族黄玉
Wicked Pyrestone	邪恶焰石
Wild Draenish Boots	野性德莱尼长靴
Wild Draenish Gloves	野性德莱尼手套
Wild Draenish Leggings	野性德莱尼护腿
Wild Draenish Vest	野性德莱尼背心
Wildguard Breastplate	野性守护胸甲
Wildguard Helm	野性守护头盔
Wildguard Leggings	野性守护护腿
Wildscale Breastplate	野性鳞片胸甲
Windfire Band	风火指环
Windforged Rapier	风铸细剑
Windhawk Belt	风鹰腰带
Windhawk Bracers	风鹰护腕
Windhawk Hauberk	风鹰锁甲
Windripper Boots	裂风长靴
Windripper Leggings	裂风护腿
Windscale Hood	风鳞兜帽
Windslayer Wraps	风杀裹手
Windstrike Gloves	风击手套
Winter Boots	冬季长靴
Wispcloak	精灵披风
Wonderheal XT40 Shades	奇愈XT40墨镜
Wonderheal XT68 Shades	奇愈XT68墨镜
Worm Delight	虫肉美食
Wormhole Generator: Northrend	虫洞发生器：诺森德
Woven Copper Ring	编织铜指环
Wrath Elixir	愤怒药剂
Yellow Lumberjack Shirt	黄色伐木工衬衣
Zapthrottle Mote Extractor	电击节流微粒提取器
dmg10	dmg10
dmg11	dmg11
dmg8	dmg8
dmg9	dmg9
zzOldImproved Demonic Tactics	zzOld改进恶魔战术
Simple Pearl Ring	简易珍珠指环
Ring of Silver Might	银色力量指环
Ring of Twilight Shadows	暮光暗影指环
Moonsoul Crown	月魂之冠
Wicked Moonstone Ring	邪恶月亮石指环
Smoked Sagefish	烟熏鼠尾鱼
Sagefish Delight	鼠尾鱼美食
Soul Pouch	灵魂袋
Stormshroud Gloves	风暴之幕手套
Small Blue Rocket	小型蓝色火箭
Small Green Rocket	小型绿色火箭
Small Red Rocket	小型红色火箭
Large Green Rocket	大型绿色火箭
Large Red Rocket	大型红色火箭
Red Rocket Cluster	红色火箭束
Large Blue Rocket Cluster	大型蓝色火箭束
Large Green Rocket Cluster	大型绿色火箭束
Large Red Rocket Cluster	大型红色火箭束
Netherweave Bag	灵纹布背包
Spellfire Belt	魔火腰带
Spellfire Gloves	魔火手套
Spellfire Robe	魔火长袍
Spellfire Bag	魔火背包
Primal Mooncloth Belt	原始月布腰带
Primal Mooncloth Shoulders	原始月布护肩
