name_en	name_zh
Enchant Boots - Tuskarr's Vitality	附魔靴子 - 托斯卡的活力
Enchant Boots - Vitality	附魔靴子 - 活力
Enchant Bracer - Assault	附魔护腕 - 攻击
Enchant Bracer - Brawn	附魔护腕 - 强壮
Enchant Bracer - Fortitude	附魔护腕 - 坚韧
Enchant Bracer - Major Defense	附魔护腕 - 强效防御
Enchant Bracer - Major Intellect	附魔护腕 - 强效智力
Enchant Bracer - Restore Mana Prime	附魔护腕 - 恢复法力
Enchant Bracer - Spellpower	附魔护腕 - 法术强度
Enchant Bracer - Stats	附魔护腕 - 全能
Enchant Bracer - Superior Healing	附魔护腕 - 极效治疗
Enchant Bracers - Exceptional Intellect	附魔护腕 - 卓越智力
Enchant Bracers - Expertise	附魔护腕 - 精准
Enchant Bracers - Greater Assault	附魔护腕 - 强效攻击
Enchant Bracers - Greater Spellpower	附魔护腕 - 强效法术强度
Enchant Bracers - Greater Stats	附魔护腕 - 强效全能
Enchant Bracers - Major Spirit	附魔护腕 - 强效精神
Enchant Bracers - Major Stamina	附魔护腕 - 强效耐力
Enchant Bracers - Striking	附魔护腕 - 打击
Enchant Bracers - Superior Spellpower	附魔护腕 - 极效法术强度
Enchant Chest - Defense	附魔胸甲 - 防御
Enchant Chest - Exceptional Health	附魔胸甲 - 卓越生命
Enchant Chest - Exceptional Mana	附魔胸甲 - 卓越法力
Enchant Chest - Exceptional Resilience	附魔胸甲 - 卓越韧性
Enchant Chest - Exceptional Stats	附魔胸甲 - 卓越全能
Enchant Chest - Greater Defense	附魔胸甲 - 强效防御
Enchant Chest - Greater Mana Restoration	附魔胸甲 - 强效法力回复
Enchant Chest - Major Resilience	附魔胸甲 - 强效韧性
Enchant Chest - Major Spirit	附魔胸甲 - 强效精神
Enchant Chest - Mighty Health	附魔胸甲 - 强效生命
Enchant Chest - Powerful Stats	附魔胸甲 - 强效全能
Enchant Chest - Restore Mana Prime	附魔胸甲 - 恢复法力
Enchant Chest - Super Health	附魔胸甲 - 超级生命
Enchant Chest - Super Stats	附魔胸甲 - 超级全能
Enchant Cloak - Greater Agility	附魔披风 - 强效敏捷
Enchant Cloak - Greater Arcane Resistance	附魔披风 - 强效奥术抗性
Enchant Cloak - Greater Shadow Resistance	附魔披风 - 强效暗影抗性
Enchant Cloak - Greater Speed	附魔披风 - 强效急速
Enchant Cloak - Major Agility	附魔披风 - 强效敏捷
Enchant Cloak - Major Armor	附魔披风 - 强效护甲
Enchant Cloak - Major Resistance	附魔披风 - 强效抗性
Enchant Cloak - Mighty Armor	附魔披风 - 雄伟护甲
Enchant Cloak - Shadow Armor	附魔披风 - 暗影护甲
Enchant Cloak - Speed	附魔披风 - 急速
Enchant Cloak - Spell Penetration	附魔披风 - 法术穿透
Enchant Cloak - Spell Piercing	附魔披风 - 法术穿刺
Enchant Cloak - Steelweave	附魔披风 - 钢织
Enchant Cloak - Superior Agility	附魔披风 - 极效敏捷
Enchant Cloak - Superior Arcane Resistance	附魔披风 - 极效奥术抗性
Enchant Cloak - Superior Fire Resistance	附魔披风 - 极效火焰抗性
Enchant Cloak - Superior Frost Resistance	附魔披风 - 极效冰霜抗性
Enchant Cloak - Superior Nature Resistance	附魔披风 - 极效自然抗性
Enchant Cloak - Superior Shadow Resistance	附魔披风 - 极效暗影抗性
Enchant Cloak - Titanweave	附魔披风 - 泰坦织网
Enchant Cloak - Wisdom	附魔披风 - 智慧
Enchant Gloves - Angler	附魔手套 - 钓鱼
Enchant Gloves - Armsman	附魔手套 - 武器
Enchant Gloves - Assault	附魔手套 - 攻击
Enchant Gloves - Blasting	附魔手套 - 爆击
Enchant Gloves - Crusher	附魔手套 - 粉碎
Enchant Gloves - Exceptional Spellpower	附魔手套 - 卓越法术强度
Enchant Gloves - Expertise	附魔手套 - 精准
Enchant Gloves - Gatherer	附魔手套 - 采集
Enchant Gloves - Greater Assault	附魔手套 - 强效攻击
Enchant Gloves - Greater Blasting	附魔手套 - 强效爆击
Enchant Gloves - Major Agility	附魔手套 - 强效敏捷
Enchant Gloves - Major Healing	附魔手套 - 强效治疗
Enchant Gloves - Major Spellpower	附魔手套 - 强效法术强度
Enchant Gloves - Major Strength	附魔手套 - 强效力量
Enchant Gloves - Precise Strikes	附魔手套 - 精确打击
Enchant Gloves - Precision	附魔手套 - 精准
Enchant Ring - Assault	附魔戒指 - 攻击
Enchant Ring - Attack Power	附魔戒指 - 攻击强度
Enchant Ring - Greater Attack Power	附魔戒指 - 强效攻击强度
Enchant Ring - Greater Spell Power	附魔戒指 - 强效法术强度
Enchant Ring - Greater Spellpower	附魔戒指 - 强效法术强度
Enchant Ring - Greater Stamina	附魔戒指 - 强效耐力
Enchant Ring - Healing Power	附魔戒指 - 治疗强度
Enchant Ring - Lesser Attack Power	附魔戒指 - 初级攻击强度
Enchant Ring - Lesser Spell Power	附魔戒指 - 初级法术强度
Enchant Ring - Lesser Stamina	附魔戒指 - 初级耐力
Enchant Ring - Minor Attack Power	附魔戒指 - 次级攻击强度
Enchant Ring - Minor Spell Power	附魔戒指 - 次级法术强度
Enchant Ring - Minor Stamina	附魔戒指 - 次级耐力
Enchant Ring - Spell Power	附魔戒指 - 法术强度
Enchant Ring - Spellpower	附魔戒指 - 法术强度
Enchant Ring - Stats	附魔戒指 - 全能
Enchant Ring - Striking	附魔戒指 - 打击
Enchant Ring - Superior Attack Power	附魔戒指 - 极效攻击强度
Enchant Ring - Superior Spell Power	附魔戒指 - 极效法术强度
Enchant Ring - Superior Stamina	附魔戒指 - 极效耐力
Enchant Shield - Defense	附魔盾牌 - 防御
Enchant Shield - Greater Intellect	附魔盾牌 - 强效智力
Enchant Shield - Intellect	附魔盾牌 - 智力
Enchant Shield - Major Stamina	附魔盾牌 - 强效耐力
Enchant Shield - Resilience	附魔盾牌 - 韧性
Enchant Shield - Resistance	附魔盾牌 - 抗性
Enchant Shield - Shield Block	附魔盾牌 - 格挡
Enchant Shield - Tough Shield	附魔盾牌 - 坚盾
Enchant Staff - Greater Spellpower	附魔法杖 - 强效法术强度
Enchant Staff - Spellpower	附魔法杖 - 法术强度
Enchant Weapon - Accuracy	附魔武器 - 精确
Enchant Weapon - Battlemaster	附魔武器 - 战争大师
Enchant Weapon - Berserking	附魔武器 - 狂暴
Enchant Weapon - Black Magic	附魔武器 - 黑色魔法
Enchant Weapon - Blade Ward	附魔武器 - 护刃
Enchant Weapon - Blood Draining	附魔武器 - 汲血
Enchant Weapon - Deathfrost	附魔武器 - 死亡之霜
Enchant Weapon - Dragon's Wisdom	附魔武器 - 巨龙之智
Enchant Weapon - Exceptional Agility	附魔武器 - 卓越敏捷
Enchant Weapon - Exceptional Spellpower	附魔武器 - 卓越法术强度
Enchant Weapon - Exceptional Spirit	附魔武器 - 卓越精神
Enchant Weapon - Executioner	附魔武器 - 处决者
Enchant Weapon - Ferocity	附魔武器 - 凶猛
Enchant Weapon - Giant Slayer	附魔武器 - 巨人杀手
Enchant Weapon - Greater Agility	附魔武器 - 强效敏捷
Enchant Weapon - Greater Potency	附魔武器 - 强效威力
Enchant Weapon - Icebreaker	附魔武器 - 破冰者
Enchant Weapon - Lifeward	附魔武器 - 生命守护
Enchant Weapon - Major Healing	附魔武器 - 强效治疗
Enchant Weapon - Major Intellect	附魔武器 - 强效智力
Enchant Weapon - Major Spellpower	附魔武器 - 强效法术强度
Enchant Weapon - Major Striking	附魔武器 - 强效打击
Enchant Weapon - Mighty Spellpower	附魔武器 - 雄伟法术强度
Enchant Weapon - Mongoose	附魔武器 - 猫鼬
Enchant Weapon - Panacea	附魔武器 - 万灵药
Enchant Weapon - Potency	附魔武器 - 威力
Enchant Weapon - Soulfrost	附魔武器 - 灵魂寒冰
Enchant Weapon - Spellsurge	附魔武器 - 法术涌动
Enchant Weapon - Sunfire	附魔武器 - 阳炎
Enchant Weapon - Superior Potency	附魔武器 - 极效威力
Enchant Weapon - Swashbuckler	附魔武器 - 海盗
Enchant Weapon - Titanguard	附魔武器 - 泰坦之卫
Acherus Deathcharger	阿彻鲁斯死亡战马
Albino Drake	白化幼龙
Amani War Bear	阿曼尼战熊
Argent Hippogryph	银色角鹰兽
Armored Blue Wind Rider	装甲蓝色风行者
Armored Snowy Gryphon	装甲雪白狮鹫
Ashes of Al'ar	埃苏雷基之烬
Azure Drake	碧空幼龙
Azure Netherwing Drake	碧空虚空幼龙
Big Battle Bear	大战熊
Big Blizzard Bear	大暴雪熊
Big Love Rocket	大爱心火箭
Black Dragonhawk Mount	黑色龙鹰
Black Drake	黑色幼龙
Black Hawkstrider	黑色陆行鸟
Black Polar Bear	黑色极地熊
Black Proto-Drake	黑色始祖幼龙
Black Qiraji Battle Tank	黑色希利苏斯战斗坦克
Black Skeletal Horse	黑色骷髅马
Black War Elekk	黑色战象
Blazing Hippogryph	炽焰角鹰兽
Bloodbathed Frostbrood Vanquisher	浴血霜孕征服者
Blue Dragonhawk	蓝色龙鹰
Blue Drake	蓝色幼龙
Blue Hawkstrider	蓝色陆行鸟
Blue Proto-Drake	蓝色始祖幼龙
Blue Riding Nether Ray	蓝色虚空鳐
Blue Skeletal Warhorse	蓝色骷髅战马
Blue Wind Rider	蓝色风行者
Brewfest Kodo	啤酒节科多兽
Brewfest Ram	啤酒节山羊
Brewfest Riding Kodo	啤酒节坐骑科多兽
Bronze Drake	青铜幼龙
Brown Elekk	棕色战象
Brown Polar Bear	棕色极地熊
Brutal Nether Drake	凶残虚空幼龙
Celestial Steed	天上坐骑
Cenarion War Hippogryph	塞纳里奥战争角鹰兽
Cobalt Netherwing Drake	钴蓝色虚空幼龙
Cobalt Riding Talbuk	钴蓝色塔布羊
Cobalt War Talbuk	钴蓝色战争塔布羊
Crimson Deathcharger	血红死亡战马
Crusader's Black Warhorse	十字军黑色战马
Crusader's White Warhorse	十字军白色战马
Dark Riding Talbuk	黑色塔布羊
Dark War Talbuk	黑色战争塔布羊
Darkspear Raptor	暗矛迅猛龙
Darnassian Nightsaber	达纳苏斯夜刃豹
Deadly Gladiator's Frost Wyrm	致命角斗士冰霜巨龙
Ebon Gryphon	漆黑狮鹫
Exodar Elekk	埃克索达战象
Fiery Warhorse	烈焰战马
Flying Machine	飞行器
Forsaken Warhorse	被遗忘者战马
Frost Wyrm	冰霜巨龙
Frost Wyrm Mount	冰霜巨龙坐骑
Furious Gladiator's Frost Wyrm	狂怒角斗士冰霜巨龙
Gnomeregan Mechanostrider	诺莫瑞根机械陆行鸟
Golden Gryphon	金色狮鹫
Grand Ice Mammoth	大型冰霜猛犸
Gray Elekk	灰色战象
Great Blue Elekk	巨型蓝色战象
Great Brewfest Kodo	巨型啤酒节科多兽
Great Elite Elekk	巨型精英战象
Great Golden Kodo	巨型金色科多兽
Great Green Elekk	巨型绿色战象
Great Purple Elekk	巨型紫色战象
Great Red Elekk	巨型红色战象
Green Proto-Drake	绿色始祖幼龙
Green Riding Nether Ray	绿色虚空鳐
Green Wind Rider	绿色风行者
Headless Horseman's Mount	无头骑士坐骑
Icebound Frostbrood Vanquisher	冰封霜孕征服者
Invincible	无敌号
Ironbound Proto-Drake	铁衬始祖幼龙
Ironforge Ram	铁炉堡山羊
Merciless Nether Drake	无情虚空幼龙
Mimiron's Head	米米尔隆之头
Naxxramas Deathcharger	纳克萨玛斯死亡战马
Ochre Skeletal Warhorse	赭色骷髅战马
Onyx Netherwing Drake	玛瑙虚空幼龙
Onyxian Drake	奥妮克希亚幼龙
Orgrimmar Wolf	奥格瑞玛座狼
Peep the Phoenix Mount	皮普的凤凰坐骑
Plagued Proto-Drake	瘟疫始祖幼龙
Purple Elekk	紫色战象
Purple Hawkstrider	紫色陆行鸟
Purple Netherwing Drake	紫色虚空幼龙
Purple Riding Nether Ray	紫色虚空鳐
Quel'dorei Steed	奎尔多雷战马
Raven Lord	乌鸦王
Red Dragonhawk	红色龙鹰
Red Drake	红色幼龙
Red Hawkstrider	红色陆行鸟
Red Proto-Drake	红色始祖幼龙
Red Riding Nether Ray	红色虚空鳐
Relentless Gladiator's Frost Wyrm	无情角斗士冰霜巨龙
Riding Turtle	坐骑海龟
Risen Charger	亡灵战马
Risen Warhorse	亡灵战马
Rusted Proto-Drake	锈蚀始祖幼龙
Sea Turtle	海龟
Silver Covenant Hippogryph	白银誓盟角鹰兽
Silver Riding Nether Ray	银色虚空鳐
Silver Riding Talbuk	银色塔布羊
Silver War Talbuk	银色战争塔布羊
Silvermoon Hawkstrider	银月城陆行鸟
Snowy Gryphon	雪白狮鹫
Spectral Tiger	幽灵虎
Stormwind Steed	暴风城战马
Striped Dawnsaber	条纹晨光豹
Sunreaver Dragonhawk	夺日者龙鹰
Sunreaver Hawkstrider	夺日者陆行鸟
Swift Alliance Steed	迅捷联盟战马
Swift Blue Gryphon	迅捷蓝色狮鹫
Swift Brewfest Ram	迅捷啤酒节山羊
Swift Burgundy Wolf	迅捷酒红色座狼
Swift Gray Steed	迅捷灰色战马
Swift Green Gryphon	迅捷绿色狮鹫
Swift Green Hawkstrider	迅捷绿色陆行鸟
Swift Green Wind Rider	迅捷绿色风行者
Swift Horde Wolf	迅捷部落座狼
Swift Moonsaber	迅捷月刃豹
Swift Nether Drake	迅捷虚空幼龙
Swift Pink Hawkstrider	迅捷粉色陆行鸟
Swift Purple Gryphon	迅捷紫色狮鹫
Swift Purple Hawkstrider	迅捷紫色陆行鸟
Swift Purple Raptor	迅捷紫色迅猛龙
Swift Purple Wind Rider	迅捷紫色风行者
Swift Red Gryphon	迅捷红色狮鹫
Swift Red Hawkstrider	迅捷红色陆行鸟
Swift Red Wind Rider	迅捷红色风行者
Swift Spectral Tiger	迅捷幽灵虎
Swift Violet Ram	迅捷紫罗兰山羊
Swift War  Elekk	迅捷战象
Swift Warstrider	迅捷战争陆行鸟
Swift White Hawkstrider	迅捷白色陆行鸟
Swift Yellow Wind Rider	迅捷黄色风行者
Swift Zhevra	迅捷斑马
Tan Riding Talbuk	棕褐塔布羊
Tan War Talbuk	棕褐战争塔布羊
Tawny Wind Rider	黄褐风行者
Thunder Bluff Kodo	雷霆崖科多兽
Time-Lost Proto-Drake	迷时始祖幼龙
Turbo-Charged Flying Machine	涡轮增压飞行器
Turbostrider	涡轮机械陆行鸟
Twilight Drake	暮光幼龙
Vengeful Nether Drake	复仇虚空幼龙
Venomhide Ravasaur	毒皮暴掠龙
Veridian Netherwing Drake	翠绿虚空幼龙
Violet Netherwing Drake	紫罗兰虚空幼龙
Violet Proto-Drake	紫罗兰始祖幼龙
White Kodo	白色科多兽
White Polar Bear	白色极地熊
White Riding Talbuk	白色塔布羊
White Skeletal Warhorse	白色骷髅战马
White War Talbuk	白色战争塔布羊
Winged Steed of the Ebon Blade	黑锋骑士团的飞翼战马
Wooly White Rhino	白色毛皮犀牛
Wrathful Gladiator's Frost Wyrm	暴怒角斗士冰霜巨龙
Alarming Clockbot	警报发条机器人
Ammen Vale Lashling	埃门谷鞭笞者
Argent Gruntling	银色嫩兵
Argent Squire	银色侍从
Baby Blizzard Bear	小暴雪熊
Baby Shark	小鲨鱼
Bananas	香蕉
Beetah Beetle	小甲虫
Blue Clockwork Rocket Bot	蓝色发条火箭机器人
Blue Dragonhawk Hatchling	蓝色龙鹰雏鸟
Blue Moth	蓝色飞蛾
Brown Rabbit	棕兔
Calico Cat	花色小猫
Chuck	恰克
Clockwork Rocket Bot	发条火箭机器人
Cobra Hatchling	眼镜蛇幼崽
Core Hound Pup	小熔岩犬
Curious Oracle Hatchling	好奇的先知雏鸟
Curious Wolvar Pup	好奇的狼獾人幼崽
Darting Hatchling	奔跑的雏龙
Deviate Hatchling	变异雏龙
Dragon Kite	龙形风筝
Dun Morogh Cub	丹莫罗幼熊
Durotar Scorpion	杜隆塔尔蝎子
Egbert	埃格伯特
Elwynn Lamb	艾尔文小羊
Enchanted Broom	附魔扫帚
Ethereal Soul-Trader	虚空灵魂商人
Father Winter's Helper	冬天爷爷的助手
Firefly	萤火虫
Frigid Frostling	霜冻仔
Frosty	霜霜
Ghostly Skull	幽魂头骨
Giant Sewer Rat	巨型下水道老鼠
Golden Dragonhawk Hatchling	金色龙鹰雏鸟
Golden Pig	金色小猪
Grunty	嘟嘟
Gryphon Hatchling	狮鹫雏鸟
Gundrak Hatchling	古达克雏龙
Gurky	小鱼人
Hippogryph Hatchling	角鹰兽雏鸟
Jade Tiger	翡翠虎
Kirin Tor Familiar	肯瑞托魔宠
Leaping Hatchling	跳跃的雏龙
Little Fawn	小鹿
Lucky	拉基
Macabre Marionette	恐怖提线木偶
Magical Crawdad	魔法螯虾
Mana Wyrmling	法力小龙
Mechanopeep	机械小雏鸡
Mini Thor	迷你托尔
Miniwing	小翼
Mojo	魔精
Mr. Chilly	凉凉先生
Mr. Wiggles	摇摆先生
Muckbreath	泥沼喘气
Mulgore Hatchling	莫高雷雏鸟
Nether Ray Fry	小虚空鳐
Netherwhelp	虚空幼龙
Nightsaber Cub	夜刃豹幼崽
Obsidian Hatchling	黑曜石雏龙
Onyx Panther	玛瑙豹
Onyxian Whelpling	奥妮克希亚雏龙
Peanut	花生
Peddlefeet	佩德菲特
Pengu	企鹅
Perky Pug	活泼的哈巴狗
Phoenix Hatchling	凤凰雏鸟
Pint-Sized Pink Pachyderm	小粉象
Plump Turkey	丰满火鸡
Poley	小北极熊
Proto-Drake Whelp	始祖幼龙幼崽
Ravasaur Hatchling	暴掠龙幼崽
Razormaw Hatchling	剃刀颚雏龙
Razzashi Hatchling	拉萨什雏龙
Red Dragonhawk Hatchling	红色龙鹰雏鸟
Red Moth	红色飞蛾
Rocket Chicken	火箭鸡
Scorchling	烈焰仔
Sen'jin Fetish	森金巫毒符
Shimmering Wyrmling	微光小龙
Silver Dragonhawk Hatchling	银色龙鹰雏鸟
Silver Pig	银色小猪
Sinister Squashling	邪恶小南瓜
Snarly	咆哮
Spectral Tiger Cub	幽灵虎幼崽
Speedy	迅速
Spring Rabbit	春节兔子
Stinker	臭鼬
Stone Talone	石爪
Strand Crawler	海滩爬虫
Summon Helper	召唤助手
Teldrassil Sproutling	泰达希尔树苗
Terky	特基
Tickbird Hatchling	虱鸟幼崽
Tiny Snowman	小雪人
Tiny Sporebat	小孢子蝙蝠
Tirisfal Batling	提瑞斯法蝙蝠幼崽
Toothy	大牙
Toxic Wasteling	毒废物仔
Tranquil Mechanical Yeti	安静的机械雪人
Tuskarr Kite	托斯卡风筝
Vampiric Batling	吸血鬼蝙蝠幼崽
Warbot	战斗机器人
Whiskers the Rat	老鼠威斯克斯
White Moth	白色飞蛾
White Tickbird Hatchling	白色虱鸟幼崽
White Tiger Cub	白色虎崽
Willy	威利
Wind Rider Cub	风行者幼崽
Winter Reindeer	冬季驯鹿
Wolpertinger	沃佩汀格
XS-001 Constructor Bot	XS-001建筑机器人
Yellow Moth	黄色飞蛾
Zipao Tiger	紫袍老虎
Abomination's Might	憎恶之力
Abyssal Shatter	深渊破碎
Activate Primary Spec	激活主专精
Activate Secondary Spec	激活副专精
Agile Citrine Amulet	敏捷黄水晶护符
Alliance Balloon	联盟气球
An'she's Protection	安舍的守护
Analyze Deceased	分析遗体
Anesthetic Poison	麻醉毒药
Animal Handler	驯兽师
Anti-Magic Shell	反魔法护罩
Anti-Magic Zone	反魔法领域
Arcane Affinity	奥术亲和
Arcane Dust	奥术之尘
Arcane Flows	奥术之潮
Argent Charger	银色白马
Army of the Dead	亡者大军
Artic Flying	极地飞行
Aspect Mastery	守护精通
Aspect of the Viper	蝰蛇守护
Aspiration	志向
Atrocity	暴行
Attuned Bronze Breastplate	协调青铜胸甲
Aura Mastery	光环掌握
Automation Root Spell	自动化根须法术
Avenging Wrath	复仇之怒
Avoidance	回避
Axe Specialization	斧类武器专精
Axesmith's Legacy	斧匠传承
Baby Giraffe	小长颈鹿
Balance of Power	力量平衡
Balefire Draught	邪焰药剂
Banner of Heritage	遗产战旗
Beacon of Light	圣光道标
Beast Mastery	野兽控制
Bedside Manner	临床风范
Berserk	狂暴
Blackstorm Leggings	黑色风暴护腿
Bladestorm	剑刃风暴
Blessing of the Eternals	永恒祝福
Blinding Powder	致盲粉尘
Blood Boil	鲜血沸腾
Blood Corruption	鲜血腐蚀
Blood Plague	血之疫病
Blood Presence	鲜血姿态
Blood Spatter	鲜血飞溅
Blood Tap	鲜血链接
Bloodthirsty	嗜血
Blue Qiraji Battle Tank	蓝色希利苏斯战斗坦克
Body Modification	身体修正
Bow Specialization	弓类武器专精
Bullheaded	固执
Butchery	屠夫
Bwonsamdi's Judgement	邦桑迪的审判
Call Stabled Pet	召唤宠物
Call of the Ancestors	先祖的呼唤
Call of the Elements	元素的呼唤
Call of the Spirits	灵魂的呼唤
Call of the Wild	野性的呼唤
Cannibalize	食尸
Carrion Feeder	食腐
Celestial Dragon	神龙
Chained Heal	连锁治疗
Chains of Ice	冰之链
Challenging Howl	挑战咆哮
Chaos Bolt	混乱之箭
Child of Arugal	阿鲁高的孩子
Chill of the Grave	墓穴之寒
Chimera Shot	奇美拉射击
Chromatic Helmet	多彩头盔
Cleanse Spirit	净化之灵
Clear ALL Achievements	清除所有成就
ClearAllo	清除所有
Cloak of Shadows	暗影斗篷
Cloth Scavenging	拾取布料
Coarse Stone Statue	粗糙石像
Cold Weather Flying	极地飞行
Combat Experience	战斗经验
Conjure Mana Emerald	魔法翡翠
Conjure Mana Gem	魔法宝石
Conjure Refreshment	魔法茶点
Copper Belt Buckle	铜质腰带扣
Cornered	绝境
Crude Philosopher Stone	粗糙的哲人石
Crusader Aura	十字军光环
Dancing Rune Weapon	符文圣舞
Dark Command	魔之召唤
Darkglow Embroidery	暗影刺绣
Deadly Brew	致命酿造
Deadly Poison V	致命药膏 V
Death Gate	死亡之门
Death Pact	死亡契约
Death's Shroud	死亡裹尸布
Deathchill	死亡冰寒
Decipher	破解
Deep Freeze	深度冻结
Demon Charge	恶魔冲锋
Demon Portal	恶魔传送门
Demonic Circle: Summon	恶魔法阵：召唤
Demonic Circle: Teleport	恶魔法阵：传送
Demonic Empowerment	恶魔赋能
Demonic Frenzy	恶魔狂暴
Dense Stone Statue	坚固石像
Devil's Feet	恶魔之足
Dismantle	卸除武装
Dispel Test Auras	驱散测试光环
Dispersion	消散
Divine Illumination	神恩术
Divine Plea	神圣恳求
Divine Sacrifice	神圣牺牲
Divine Storm	神圣风暴
Dragonstrike Leggings	龙击护腿
Earth Shatter	大地破碎
Earthen Power	大地之力
Earthforged Leggings	大地铸造护腿
Elixir Master	药剂大师
Empower Rune Weapon	符文武器强化
Empowered Touch	强化治疗之触
Enchanted Philosopher Stone	附魔哲人石
Endless Rage	无尽怒气
Endless Winter	无尽寒冬
Enraged Regeneration	狂怒回复
Epidemic	流行病
Essence of Competition	竞赛精华
Eternal Wand	永恒魔杖
Eye of Acherus	阿彻鲁斯之眼
Eyes of the Earth Mother	大地之母的眼睛
Fan of Knives	刃扇
Fel Synergy	邪能协作
Felstone	魔岩
Feral Attack	野性攻击
Feral Charge - Cat	野性冲锋 - 猎豹
Feral Spirit	野性之魂
Figurine - Black Diamond Crab	雕像 - 黑色钻石螃蟹
Figurine - Black Pearl Panther	雕像 - 黑珍珠豹
Figurine - Dark Iron Scorpid	雕像 - 黑铁蝎
Figurine - Emerald Owl	雕像 - 翡翠猫头鹰
Figurine - Golden Hare	雕像 - 金色野兔
Figurine - Jade Owl	雕像 - 碧玉猫头鹰
Figurine - Ruby Serpent	雕像 - 红宝石蛇
Figurine - Truesilver Boar	雕像 - 真银野猪
Figurine - Truesilver Crab	雕像 - 真银螃蟹
Find Fish	寻找鱼群
Fire Breath	烈焰吐息
Fire Sunder	烈焰裂碎
Flame Shock Passive	烈焰震击被动
Flamewarders	烈焰守护
Fleet Footed	飞毛腿
Flexweave Underlay	软编底衬
Flight Form	飞行形态
Focused	专注
Focused Attacks	专注攻击
Focused Fire	集中射击
Focused Power	专注之力
Focused Starlight	专注星光
Force of Nature	自然之力
Forceful Deflection	强力偏斜
Foreman's Enchanted Helmet	工头的附魔头盔
Foreman's Reinforced Helmet	工头的加固头盔
Frag Belt	爆裂腰带
Frost Fever	冰霜疫病
Frost Presence	冰霜姿态
Frostfire Bolt	霜火之箭
Frozen Rune Weapon	冰霜符文武器
Fur Lining - Arcane Resist	皮毛衬里 - 奥术抗性
Fur Lining - Attack Power	皮毛衬里 - 攻击强度
Fur Lining - Fire Resist	皮毛衬里 - 火焰抗性
Fur Lining - Frost Resist	皮毛衬里 - 冰霜抗性
Fur Lining - Nature Resist	皮毛衬里 - 自然抗性
Fur Lining - Shadow Resist	皮毛衬里 - 暗影抗性
Fur Lining - Spell Power	皮毛衬里 - 法术强度
Fur Lining - Stamina	皮毛衬里 - 耐力
Gale Winds	狂风
Gem Perfection	宝石完美
Gemcutting	宝石切割
Ghoul Frenzy	食尸鬼狂暴
Gift of the Water Spirit	水灵之赐
Glacial Bag	冰川之袋
Master's Call	主人召唤
Master's Inscription of the Axe	大师的战斧铭文
Master's Inscription of the Crag	大师的峭壁铭文
Master's Inscription of the Pinnacle	大师的顶峰铭文
Master's Inscription of the Storm	大师的风暴铭文
Master's Spellthread	大师级法术线
Materia Prima	原始物质
Medical Practice	医疗实践
Medium Protector's Kit	中级防护包
Medium Sorcerer's Kit	中级法师包
Medium Warrior's Kit	中级战士包
Medivh's Astral Knowledge	麦迪文的星辰学识
Merciless Combat	无情战斗
Milling	研磨
Mind Amplification Dish	心灵增幅碟
Mind Freeze	心灵冰冻
Mini Tyrael	迷你泰瑞尔
Minor Inscription Research	次级铭文研究
Mirror Image	镜像
Misdirection	误导
Mithril Belt Buckle	秘银腰带扣
Mixology	调配术
Mobility	机动
Molten Fury	熔岩狂怒
Mooncloth Tailoring	月布裁缝
Nature's Splendor	自然的荣耀
Nerubian Leg Reinforcements	蛛魔护腿加固片
Nerves of Steel	钢铁意志
Nexus Transformation	奥法变形
Nitro Boosts	氮气助推
Northern Cloth Scavenging	北地拾布
Northrend Alchemy Research	北裂境炼金研究
Northrend Inscription Research	北裂境铭文研究
Nourish	滋养
Nurturing Instinct	抚育本能
Pain Suppression	痛苦压制
Pandaren Monk	熊猫人武僧
Pandemic	大流行
Personal Electromagnetic Pulse Generator	个人电磁脉冲发生器
Pestilence	瘟疫
Pet Barding	宠物战甲
Pet Family Scaling - Bat	宠物族群成长 - 蝙蝠
Pet Family Scaling - Bear	宠物族群成长 - 熊
Pet Family Scaling - Bird of Prey	宠物族群成长 - 猛禽
Pet Family Scaling - Boar	宠物族群成长 - 野猪
Pet Family Scaling - Carrion Bird	宠物族群成长 - 食腐鸟
Pet Family Scaling - Cat	宠物族群成长 - 猫
Pet Family Scaling - Chimaera	宠物族群成长 - 奇美拉
Pet Family Scaling - Core Hound	宠物族群成长 - 熔岩犬
Pet Family Scaling - Crab	宠物族群成长 - 螃蟹
Pet Family Scaling - Crocolisk	宠物族群成长 - 鳄鱼
Pet Family Scaling - Devilsaur	宠物族群成长 - 魔暴龙
Pet Family Scaling - Dragonhawk	宠物族群成长 - 龙鹰
Pet Family Scaling - Fox	宠物族群成长 - 狐狸
Pet Family Scaling - Gorilla	宠物族群成长 - 猩猩
Pet Family Scaling - Hyena	宠物族群成长 - 鬣狗
Pet Family Scaling - Moth	宠物族群成长 - 飞蛾
Pet Family Scaling - Nether Ray	宠物族群成长 - 虚空鳐
Pet Family Scaling - Raptor	宠物族群成长 - 迅猛龙
Pet Family Scaling - Ravager	宠物族群成长 - 掠食者
Pet Family Scaling - Rhino	宠物族群成长 - 犀牛
Pet Family Scaling - Scorpid	宠物族群成长 - 蝎子
Pet Family Scaling - Serpent	宠物族群成长 - 蛇
Pet Family Scaling - Silithid	宠物族群成长 - 异种虫
Pet Family Scaling - Spider	宠物族群成长 - 蜘蛛
Pet Family Scaling - Spirit Beast	宠物族群成长 - 灵魂兽
